OSEBuildingID,PrimaryPropertyType,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),Outlier,Electricity(%),NaturalGas(%),SteamUse(%),OtherFuelUse(%),Adult EducationGFA,Automobile DealershipGFA,Bank BranchGFA,Bar/NightclubGFA,College/UniversityGFA,Convenience Store without Gas StationGFA,Convention CenterGFA,CourthouseGFA,Data CenterGFA,Distribution CenterGFA,Enclosed MallGFA,Fast Food RestaurantGFA,Financial OfficeGFA,Fitness Center/Health Club/GymGFA,Food SalesGFA,Food ServiceGFA,Hospital (General Medical & Surgical)GFA,HotelGFA,K-12 SchoolGFA,LaboratoryGFA,LibraryGFA,Lifestyle CenterGFA,Manufacturing/Industrial PlantGFA,Medical OfficeGFA,Movie TheaterGFA,Multifamily HousingGFA,MuseumGFA,Non-Refrigerated WarehouseGFA,OfficeGFA,OtherGFA,Other - EducationGFA,Other - Entertainment/Public AssemblyGFA,Other - Lodging/ResidentialGFA,Other - MallGFA,Other - Public ServicesGFA,Other - RecreationGFA,Other - Restaurant/BarGFA,Other - ServicesGFA,Other - Technology/ScienceGFA,Other - UtilityGFA,Other/Specialty HospitalGFA,Outpatient Rehabilitation/Physical TherapyGFA,ParkingGFA,Performing ArtsGFA,"Personal Services (Health/Beauty, Dry Cleaning, etc)GFA",Police StationGFA,Pre-school/DaycareGFA,Prison/IncarcerationGFA,Refrigerated WarehouseGFA,"Repair Services (Vehicle, Shoe, Locksmith, etc)GFA",Residence Hall/DormitoryGFA,Residential Care FacilityGFA,RestaurantGFA,Retail StoreGFA,Self-Storage FacilityGFA,Senior Care CommunityGFA,Social/Meeting HallGFA,Strip MallGFA,Supermarket/Grocery StoreGFA,Swimming PoolGFA,Urgent Care/Clinic/Other OutpatientGFA,Vocational SchoolGFA,Wholesale Club/SupercenterGFA,Worship FacilityGFA,Campus,Multifamily HR (10+),Multifamily LR (1-4),Multifamily MR (5-9),NonResidential,Nonresidential COS,SPS-District K-12,MainEnergySource_Electricity(%),MainEnergySource_NaturalGas(%),MainEnergySource_SteamUse(%),building_age
1,Hotel,1.0,12.0,88434,0.0,88434.0,Hotel,88434.0,65.0,7097539.0,2023032.0,3686160.0,1272388.0,0.0,249.43,0,52.79951322279626,18.225325821594094,28.977338160616995,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,88434,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,88
2,Hotel,1.0,11.0,103566,15064.0,88502.0,Hotel,83880.0,51.0,8765788.0,0.0,3905411.0,4448985.0,0.0,263.51,0,46.74767947035246,53.25424769592907,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83880,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15064.0,0,0,0,0,0,0,0,0,0,4622,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,19
3,Hotel,1.0,41.0,961990,0.0,961990.0,Hotel,757243.0,18.0,75506272.0,19660404.0,49762435.0,3709900.0,0.0,2061.48,0,68.04593001326283,5.072975141915861,26.883943171520297,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,757243,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46
5,Hotel,1.0,10.0,61320,0.0,61320.0,Hotel,61320.0,1.0,28363444.0,23458518.0,2769023.0,2001894.0,0.0,1936.34,2,9.809031885996546,7.091541702031788,83.0998337898327,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61320,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,89
10,Hotel,1.0,11.0,83008,0.0,83008.0,Hotel,81352.0,25.0,6477493.0,0.0,2679698.0,3573255.0,0.0,208.46,0,42.85568066488806,57.146094527896274,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,81352,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,89
12,Hotel,1.0,15.0,163984,0.0,163984.0,Hotel,163984.0,46.0,13589025.0,0.0,7355649.0,5278400.0,0.0,331.61,0,58.22224195772845,41.78017221181623,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,163984,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,111
13,Mid-Rise Multifamily,1.0,6.0,63712,1496.0,62216.0,Multifamily Housing,56132.0,2.0,5203458.0,1483476.0,2370050.0,733803.0,0.0,170.0,0,51.666244843566844,15.996643726901915,32.33924779458457,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,56132,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,105
17,Hotel,1.0,9.0,65009,0.0,65009.0,Hotel,65009.0,39.0,6292213.0,1987163.0,1615057.0,3205074.0,0.0,334.87,0,23.725622782962873,47.08340121462087,29.191960250480847,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65009,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,87
18,Hotel,1.0,33.0,315952,57600.0,258352.0,Hotel,295511.0,56.0,22811690.0,4731090.0,14090906.0,3990280.0,0.0,675.34,0,61.77054834604539,17.492259451184896,20.739761061105074,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,295511,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,57600.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35
23,Hotel,1.0,28.0,416281,85000.0,331281.0,Hotel,348329.0,30.0,33922016.0,0.0,21932264.0,11339166.0,0.0,755.12,0,65.92101752067701,34.08172364493994,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,348329,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32
26,Other,1.0,10.0,540360,0.0,540360.0,Courthouse,537150.0,67.0,55378956.0,0.0,26798906.0,26534856.0,0.0,1596.08,0,50.24859444443861,49.75349433240217,0.0,0.0,0,0,0,0,0,0.0,0,537150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,99
29,Hotel,1.0,6.0,88592,30586.0,58006.0,Hotel,58006.0,85.0,3848493.0,0.0,2254751.0,1626149.0,0.0,102.08,0,58.1000699339261,41.902352243322646,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58006,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30586.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14
33,Hotel,1.0,10.0,171866,38281.0,133585.0,Hotel,128909.0,20.0,11178456.0,0.0,5763595.0,5263590.0,0.0,319.73,0,52.26828464275464,47.73389184402389,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,128909,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14
34,K-12 School,1.0,1.0,126351,0.0,126351.0,K-12 School,126351.0,57.0,8131874.0,0.0,1933106.0,4350200.0,0.0,244.51,0,30.76613828628797,69.23513494501073,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,126351,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,60
35,Hotel,1.0,5.0,68410,16200.0,52210.0,Hotel,47994.0,60.0,4341706.0,0.0,2276244.0,2065556.0,0.0,125.57,0,52.427409870682176,47.574755176882086,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47994,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,37
40,Hotel,1.0,4.0,81871,0.0,81871.0,Hotel,81871.0,20.0,7677473.0,0.0,3266270.0,4153630.0,0.0,243.37,0,44.02120552335552,55.98061394127711,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,81871,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,21
41,"Self-Storage Facility
",1.0,2.0,126394,0.0,126394.0,Self-Storage Facility,26225.0,77.0,319916.0,0.0,272732.0,34000.0,0.0,3.71,0,88.91859377088625,11.084992550232949,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,26225,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,60
50,K-12 School,1.0,2.0,54986,0.0,54986.0,K-12 School,54986.0,91.0,1842702.0,0.0,1281965.0,373700.0,0.0,28.78,0,77.43148757075933,22.571713662379832,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54986,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,25
52,Small- and Mid-Sized Office,1.0,2.0,94900,0.0,94900.0,Office,55586.0,57.0,6605535.0,0.0,4289697.0,1754334.0,0.0,123.08,0,70.97619680690447,29.026748334216602,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,39314,55586.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,54
53,Small- and Mid-Sized Office,1.0,2.0,52554,0.0,52554.0,Office,51029.0,93.0,2192109.0,0.0,1226016.0,911721.0,0.0,56.97,0,57.352483012004576,42.64990274530497,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,51029.0,0,7849,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,115
54,K-12 School,1.0,3.0,175015,0.0,175015.0,K-12 School,175015.0,95.0,8596269.0,0.0,2694187.0,4386042.0,0.0,251.72,0,38.05285448632353,61.94871328415713,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,175015,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,61
57,Large Office,1.0,5.0,168115,0.0,168115.0,Office,103501.0,79.0,9213841.0,0.0,9214222.0,0.0,0.0,64.23,0,100.0041350832948,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,103501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,65676.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,42
61,Low-Rise Multifamily,1.0,4.0,48383,0.0,48383.0,Multifamily Housing,38172.0,75.0,3379678.0,915977.0,1448859.0,588563.0,0.0,112.06,0,49.05835363239832,19.928738261587398,31.014973565504523,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,38172,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,10211.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115
62,Hotel,1.0,20.0,98634,10043.0,88591.0,Hotel,83591.0,46.0,6534220.0,0.0,5422999.0,753040.0,0.0,77.8,0,87.81029927724484,12.193376352777578,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83591,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10043.0,0,0,0,0,0,0,0,0,0,5000,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,85
63,Hotel,1.0,34.0,994212,146694.0,847518.0,Hotel,994212.0,60.0,88771488.0,16229832.0,45041634.0,24088353.0,0.0,2846.07,0,52.76794129268706,28.22039708731531,19.013848879598235,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,994212,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,117668.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33
65,Hotel,1.0,7.0,71150,0.0,71150.0,Hotel,41340.0,99.0,5040382.0,0.0,3053131.0,1987378.0,0.0,126.83,0,60.573404952243706,39.42911469805265,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41340,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13730.0,0,0,0,0,0,0,0,0,0,0,9604.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30
66,Hotel,1.0,7.0,122810,0.0,122810.0,Hotel,88360.0,99.0,6240104.0,0.0,1305729.0,3781188.0,0.0,209.92,0,25.668648831313128,74.33241272666474,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,88360,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,26450,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,8000.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,107
68,Hotel,1.0,7.0,150453,34735.0,115718.0,Hotel,107547.0,83.0,6921805.0,0.0,3586563.0,3136472.0,0.0,191.58,0,53.34856191225018,46.653654397828554,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,107547,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3000,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15
69,Hotel,1.0,6.0,116300,28200.0,88100.0,Hotel,88490.0,84.0,6169676.0,0.0,3238067.0,2776145.0,0.0,170.01,0,53.84145333665443,46.160774768800806,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,88490,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,28300.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18
70,Hotel,1.0,6.0,155602,36744.0,118858.0,Hotel,155602.0,81.0,6855303.0,0.0,4566435.0,2349046.0,0.0,156.59,0,66.03386147195788,33.968857140254215,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,155602,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17
73,K-12 School,1.0,3.0,56072,0.0,56072.0,K-12 School,56072.0,77.0,4055974.0,0.0,550355.0,2556597.0,0.0,139.62,0,17.71378820893937,82.28691988554618,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56072,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,104
77,Hotel,1.0,4.0,122942,44891.0,78051.0,Hotel,78051.0,94.0,5306165.0,0.0,2400660.0,2876216.0,0.0,169.49,0,45.494816248630556,54.50705989659976,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,78051,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,44891.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16
82,Small- and Mid-Sized Office,1.0,2.0,54984,0.0,54984.0,Office,54984.0,65.0,3921971.0,0.0,2181293.0,1323754.0,0.0,85.51,0,62.234515287919365,37.768052503925155,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,54984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,53
85,Senior Care Community,1.0,2.0,93397,0.0,93397.0,Senior Care Community,93397.0,1.0,16886622.0,0.0,5797976.0,10574028.0,0.0,602.0,0,35.4144855740652,64.58698036448608,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,93397,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45
86,Hotel,1.0,6.0,84103,20732.0,63371.0,Hotel,63371.0,68.0,4045411.0,0.0,2975816.0,1003439.0,0.0,74.04,0,74.78555624694029,25.217534879466175,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63371,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20732.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7
89,Medical Office,1.0,3.0,179014,0.0,179014.0,Medical Office,179014.0,48.0,19858448.0,0.0,9501003.0,9368159.0,0.0,563.78,0,50.353064916585964,49.64902319006731,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179014.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50
95,Hotel,1.0,7.0,76631,0.0,76631.0,Hotel,76631.0,24.0,7192445.0,0.0,2784090.0,4447953.0,0.0,255.64,0,38.497202958879015,61.50438721181959,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76631,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,107
100,Large Office,1.0,5.0,316306,0.0,316306.0,Office,261826.0,96.0,13429220.0,0.0,12471183.0,830194.0,0.0,131.03,0,93.76223746150531,6.241657023805756,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,261826.0,15139,0,0,0,0,0,0,0,0,0,0,0,0,150726.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5
102,Hotel,1.0,7.0,282863,44766.0,238097.0,Hotel,235788.0,40.0,20123722.0,0.0,10638785.0,8190794.0,0.0,509.18,0,56.5017162763071,43.50063646043026,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,235788,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,51537.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25
114,Large Office,1.0,6.0,920598,303707.0,616891.0,Office,729584.0,93.0,38835684.0,0.0,28483019.0,8199352.0,0.0,634.03,0,77.65020860284024,22.353016483544643,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,729584.0,6000,0,0,0,0,0,0,0,0,0,0,0,0,185014.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5
115,Small- and Mid-Sized Office,1.0,4.0,76213,25930.0,50283.0,Office,48546.0,72.0,3402840.0,0.0,2809470.0,494199.0,0.0,45.83,0,85.04389062321688,14.959620747722225,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,48546.0,2406,0,0,0,0,0,0,0,0,0,0,0,0,21454.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,45
116,Hotel,1.0,6.0,117738,36934.0,80804.0,Hotel,59976.0,52.0,5249742.0,0.0,2820414.0,2240976.0,0.0,138.68,0,55.72537665417837,44.27691525888541,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59976,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,36934.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13
117,Hotel,1.0,4.0,50017,0.0,50017.0,Hotel,50017.0,51.0,5717357.0,0.0,2156751.0,3413811.0,0.0,196.34,0,38.717562892336595,61.28405276967553,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50017,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,53
119,K-12 School,1.0,3.0,67743,0.0,67743.0,K-12 School,67743.0,43.0,2385958.0,0.0,1265357.0,1037984.0,0.0,63.95,0,54.93698573517511,45.06531532313806,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67743,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,92
120,K-12 School,1.0,6.0,194104,0.0,194104.0,K-12 School,194104.0,100.0,7540875.0,0.0,1795343.0,4094613.0,0.0,229.98,0,30.48181610429547,69.51944028759829,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,194104,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,107
